"","client","sub","total","year","catcode"
"6259","ViaCell Inc","ViaCell Inc",20000,"2003","H4500"
"6260","ADAC Laboratories","ADAC Laboratories",0,"2001","H4100"
"6261","Fleming & Co Pharmaceuticals","Fleming & Co Pharmaceuticals",20000,"2005","H4300"
"6262","Titan Spine LLC","Titan Spine LLC",130000,"2016","H4100"
"6263","Westport Pharmaceuticals","Westport Pharmaceuticals",0,"2016","H4300"
"6264","Mind Institute","Mind Institute",60000,"2007","H4300"
"6265","Mind Institute","Mind Institute",0,"2009","H4300"
"6266","Healthcare Compliance Packaging Council","Healthcare Compliance Packaging Council",0,"2000","H4200"
"6267","Healthcare Compliance Packaging Council","Healthcare Compliance Packaging Council",0,"2005","H4200"
"6268","Bicon Dental Implants","Bicon Dental Implants",92500,"2016","H4100"
"6269","Serono Inc","Serono Inc",0,"2003","H4500"
"6270","Ferring Pharmaceuticals","Ferring Pharmaceuticals",20000,"2008","H4300"
"6271","Ferring Pharmaceuticals","Ferring Pharmaceuticals",180000,"2015","H4300"
"6272","Cellectar Inc","Cellectar Inc",10000,"2010","H4500"
"6273","Vaxin Pharmaceuticals","Vaxin Pharmaceuticals",40000,"2007","H4300"
"6274","Pfenex Inc","Pfenex Inc",180000,"2012","H4500"
"6275","Public Access to SunScreens Coalition","Public Access to SunScreens Coalition",270000,"2016","H4200"
"6276","Pittsburgh Tissue Engineering Initiative","Pittsburgh Tissue Engineering Initiative",80000,"2002","H4500"
"6277","Pittsburgh Tissue Engineering Initiative","Pittsburgh Tissue Engineering Initiative",120000,"2005","H4500"
"6278","Med-Care Diabetic & Medical Supplies","Med-Care Diabetic & Medical Supplies",15000,"2011","H4100"
"6279","Coqui RadioPharmaceuticals","Coqui RadioPharmaceuticals",60000,"2016","H4100"
"6280","Enterix","Enterix",40000,"2003","H4100"
"6281","Amdec Policy Group","Amdec Policy Group",30000,"1998","H4500"
"6282","Amdec Policy Group","Amdec Policy Group",70000,"2000","H4500"
"6283","Viatronix Inc","Viatronix Inc",80000,"2004","H4100"
"6284","Inter-Cal Corp","Inter-Cal Corp",40000,"1999","H4000"
"6285","DermaTran Health Solutions","DermaTran Health Solutions",80000,"2014","H4300"
"6286","HemispheRx Biopharma","HemispheRx Biopharma",0,"2006","H4500"
"6287","Stewart Jackson Pharmacal","Stewart Jackson Pharmacal",0,"2005","H4400"
"6288","Breathe Technologies","Breathe Technologies",0,"2013","H4100"
"6289","Medical Imaging & Technology Alliance","Medical Imaging & Technology Alliance",0,"2014","H4000"
"6290","Primecell Therapeutics","Primecell Therapeutics",0,"2008","H4500"
"6291","North Carolina Biotechnology Center","North Carolina Biotechnology Center",180000,"2015","H4500"
"6292","Armedica Inc","Armedica Inc",80000,"2014","H4100"
"6293","Armedica Inc","Armedica Inc",55000,"2015","H4100"
"6294","HTG Molecular Diagnostics","HTG Molecular Diagnostics",110000,"2015","H4500"
"6295","Aerogen","Aerogen",50000,"2012","H4100"
"6296","Aerogen","Aerogen",0,"2013","H4100"
"6297","Integra LifeSciences","Integra LifeSciences",0,"2001","H4100"
"6298","Integra LifeSciences","Integra LifeSciences",50000,"2016","H4100"
"6299","Crown Therapeutics","Crown Therapeutics",0,"1999","H4000"
"6300","Entremed Inc","Entremed Inc",60000,"2006","H4500"
"6301","American Assn of Homeopathic Pharmacists","American Assn of Homeopathic Pharmacists",60000,"2014","H4300"
"6302","Viatronix Inc","Viatronix Inc",50000,"2002","H4100"
"6303","Viatronix Inc","Viatronix Inc",132500,"2014","H4100"
"6304","Allegiance Corp","Allegiance Healthcare",140000,"2002","H4100"
"6305","Biomec Inc","ElectroSonics Medical",40000,"2007","H4100"
"6306","Chiron Corp","Chiron Corp",8e+05,"2006","H4500"
"6307","FUJIFILM Pharmaceutical USA","FUJIFILM Pharmaceutical USA",310000,"2014","H4300"
"6308","Concordia Pharmaceuticals","Concordia Pharmaceuticals",20000,"2014","H4300"
"6309","Leading BioSciences","Leading BioSciences",90000,"2016","H4500"
"6310","Q Care International","Q Care International",240000,"2006","H4100"
"6311","Amneal Pharmaceuticals","Amneal Pharmaceuticals",25000,"2013","H4300"
"6312","Institute of Heartmath","Institute of Heartmath",0,"2006","H4300"
"6313","Doctor Diabetic Supply","Doctor Diabetic Supply",50000,"2011","H4100"
"6314","Hyperion Therapeutics","Hyperion Therapeutics",50000,"2013","H4500"
"6315","Medix Pharmaceutricals Americas","Medix Pharmaceutricals Americas",0,"1999","H4300"
"6316","American Biosystems","American Biosystems",1e+05,"2002","H4100"
"6317","DJO Global","DJO Global",120000,"2012","H4100"
"6318","Medeva Pharmaceuticals","Medeva Pharmaceuticals",40000,"1999","H4300"
"6319","Lauras AS","Lauras AS",40000,"2006","H4500"
"6320","Analytical & Life Science Systems Assn","Analytical & Life Science Systems Assn",0,"1999","H4100"
"6321","Lexicon Genetics","Lexicon Genetics",2e+05,"2004","H4500"
"6322","Magellan Diagnostics","Magellan Diagnostics",80000,"2014","H4100"
"6323","Emerging Technology Partners LLC","Emerging Technology Partners LLC",0,"1999","H4500"
"6324","Avant Immunotherapeutics","Avant Immunotherapeutics",40000,"2007","H4500"
"6325","doTERRA International","doTERRA International",1e+05,"2015","H4200"
"6326","Phadia US","Phadia US",70000,"2015","H4100"
"6327","Horizon Pharma","Horizon Pharma",30000,"2016","H4300"
"6328","Dr Reddy's Laboratories","Dr Reddy's Laboratories",48000,"2014","H4300"
"6329","Dr Reddy's Laboratories","Dr Reddy's Laboratories",123000,"2015","H4300"
"6330","doTERRA International","doTERRA International",70000,"2016","H4200"
"6331","Schering AG","Schering Berlin",1e+05,"1999","H4300"
"6332","Eckert & Ziegler Radiation & Medical","Eckert & Ziegler CNL Scientific Resources",0,"2015","H4100"
"6333","Bosarge Life Sciences","Bosarge Life Sciences",340000,"2015","H4500"
"6334","Braeburn Pharmaceuticals","Braeburn Pharmaceuticals",220000,"2015","H4300"
"6335","Numotion","Numotion",114000,"2015","H4100"
"6336","Mast Therapeutics","Mast Therapeutics",1e+05,"2015","H4500"
"6337","E-Z-EM Inc","E-Z-EM Inc",120000,"2006","H4100"
"6338","E-Z-EM Inc","E-Z-EM Inc",60000,"2007","H4100"
"6339","E-Z-EM Inc","E-Z-EM Inc",0,"2009","H4100"
"6340","Medical MetRx Solutions","Medical MetRx Solutions",40000,"2005","H4100"
"6341","Blacktoe Medical III","Blacktoe Medical III",40000,"2006","H4100"
"6342","Blacktoe Medical III","Blacktoe Medical III",0,"2007","H4100"
"6343","ViaCell Inc","ViaCell Inc",0,"2006","H4500"
"6344","Vaxin Pharmaceuticals","Vaxin Pharmaceuticals",0,"2010","H4300"
"6345","Hollis-Eden Pharmaceuticals","Hollis-Eden Pharmaceuticals",60000,"2000","H4300"
"6346","Hollis-Eden Pharmaceuticals","Hollis-Eden Pharmaceuticals",350000,"2003","H4300"
"6347","Coherus Biosciences","Coherus Biosciences",160000,"2015","H4500"
"6348","HomeMed","HomeMed",30000,"2010","H4400"
"6349","HomeMed","HomeMed",40000,"2011","H4400"
"6350","Otologics Llc","Otologics Llc",80000,"2004","H4100"
"6351","Biosimilars Forum","Biosimilars Forum",360000,"2016","H4300"
"6352","TherapeuticsMD","TherapeuticsMD",240000,"2016","H4300"
"6353","Novocure Inc","Novocure Inc",30000,"2013","H4100"
"6354","Omegatech Interest Holders","Omegatech Interest Holders",1e+05,"2004","H4300"
"6355","Valeant Pharmaceutical North America","Valeant Pharmaceutical North America",110000,"2014","H4300"
"6356","SAB Biotherapeutics","SAB Biotherapeutics",90000,"2014","H4500"
"6357","Intersect ENT","Intersect ENT",150000,"2014","H4300"
"6358","Healthcare Compliance Packaging Council","Healthcare Compliance Packaging Council",0,"1998","H4200"
"6359","Turing Pharmaceuticals","Turing Pharmaceuticals",75000,"2015","H4500"
"6360","Integra LifeSciences","Integra LifeSciences",20000,"1998","H4100"
"6361","DermaTran Health Solutions","DermaTran Health Solutions",80000,"2015","H4400"
"6362","Nighthawk Radiology Holdings","Nighthawk Radiology Holdings",322600,"2006","H4100"
"6363","Physician Diagnostic Services","PDSHeart",0,"2008","H4100"
"6364","USPlabs","USP Labs",120000,"2012","H4300"
"6365","Pharmaceutical Assoc","Pharmaceutical Assoc",130000,"2016","H4300"
"6366","Brain Cells Inc","Brain Cells Inc",20000,"2010","H4300"
"6367","Eckert & Ziegler Radiation & Medical","Eckert & Ziegler CNL Scientific Resources",20000,"2010","H4100"
"6368","Centrex Inc","Centrex Inc",0,"2005","H4500"
"6369","Thermogenesis Corp","Thermogenesis Corp",180000,"2004","H4100"
"6370","Qiagen NV","Qiagen Inc",570000,"2013","H4300"
"6371","Centrex Inc","Centrex Inc",120000,"2004","H4500"
"6372","Thoratec Corp","Thoratec Corp",440000,"2003","H4100"
"6373","Biomedical Research Institute","Biomedical Research Institute",80000,"2000","H4500"
"6374","Reata Pharmaceuticals","Reata Pharmaceuticals",0,"2013","H4300"
"6375","Kendall Healthcare Products","Kendall Healthcare Products",0,"2000","H4100"
"6376","Braeburn Pharmaceuticals","Braeburn Pharmaceuticals",120000,"2016","H4300"
"6377","Jerome Stevens Pharmaceuticals","Jerome Stevens Pharmaceuticals",0,"2001","H4300"
"6378","EP Technologies","EP Technologies",10000,"2016","H4100"
"6379","Microdose Technologies","Microdose Technologies",40000,"2006","H4300"
"6380","Stowers Institute","Stowers Institute",80000,"2006","H4500"
"6381","DEA Scheduling Coalition","DEA Scheduling Coalition",370000,"2014","H4300"
"6382","DEA Scheduling Coalition","DEA Scheduling Coalition",160000,"2015","H4300"
"6383","Kaleo Inc","Kaleo Inc",180000,"2016","H4300"
"6384","Hollis-Eden Pharmaceuticals","Hollis-Eden Pharmaceuticals",250000,"2007","H4300"
"6385","Healthcare Compliance Packaging Council","Healthcare Compliance Packaging Council",0,"2002","H4200"
"6386","Infection Prevention Systems","Infection Prevention Systems",50000,"2008","H4000"
"6387","CliniComp International","CliniComp International",135000,"2016","H4100"
"6388","Fujirebio Diagnostics Inc","Fujirebio Diagnostics Inc",10000,"2015","H4100"
"6389","MediGLIDER Corp","MediGLIDER Corp",10000,"2014","H4100"
"6390","Ipsen Biopharmaceuticals","Ipsen Biopharmaceuticals",20000,"2016","H4500"
"6391","Biochemics","Biochemics",8000,"2011","H4300"
"6392","E+Healthcare","E+Healthcare",120000,"2007","H4100"
"6393","Zenda Technologies","Zenda Technologies",0,"2008","H4500"
"6394","Jerome Stevens Pharmaceuticals","Jerome Stevens Pharmaceuticals",80000,"2004","H4300"
"6395","Carrington Laboratories","Carrington Laboratories",40000,"1999","H4300"
"6396","EveryLife Foundation for Rare Diseases","EveryLife Foundation for Rare Diseases",0,"2013","H4500"
"6397","Pain Therapeutics","Pain Therapeutics",220000,"2008","H4300"
"6398","Computerized Thermal Imaging","Computerized Thermal Imaging",20000,"2004","H4100"
"6399","Avanir Pharmaceuticals","Avanir Pharmaceuticals",150000,"1999","H4300"
"6400","Biosimilars Forum","Biosimilars Forum",240000,"2015","H4300"
"6401","MEDInstill Inc","MEDInstill Inc",70000,"2011","H4100"
"6402","Public Access to SunScreens Coalition","Public Access to SunScreens Coalition",560000,"2014","H4200"
"6403","Public Access to SunScreens Coalition","Public Access to SunScreens Coalition",360000,"2015","H4200"
"6404","Andrx Corp","Andrx Pharmaceuticals",0,"2002","H4300"
"6405","Engentech Group","Engentech Group/Portal Dynamics",20000,"2007","H4500"
"6406","Fleming & Co Pharmaceuticals","Fleming & Co Pharmaceuticals",110000,"2007","H4300"
"6407","Home Products International","Home Products International",20000,"2005","H4000"
"6408","Genelabs Technologies","Genelabs Technologies",40000,"2001","H4500"
"6409","American Medical Systems","American Medical Systems",0,"2008","H4100"
"6410","Knoll Pharmaceutical","Knoll Pharmaceutical",80000,"1999","H4300"
"6411","Inspirion Pharmaceuticals","Inspirion Pharmaceuticals",1e+05,"2014","H4300"
"6412","Vocal Inc","Vical Inc",2e+05,"2007","H4500"
"6413","Sandesara Group","Sterling Gelatin",40000,"2012","H4000"
"6414","Allegiance Corp","Allegiance Healthcare",2e+05,"2001","H4100"
"6415","Athersys Inc","Athersys Inc",220000,"2003","H4500"
"6416","Stowers Institute","Stowers Institute",120000,"2004","H4500"
"6417","Stowers Institute","Stowers Institute",0,"2007","H4500"
"6418","Progenitor Cell Therapy","Domanicell Inc",40000,"2007","H4500"
"6419","Intranasal Therapeutics","Intranasal Therapeutics",0,"2007","H4300"
"6420","Pharmafab","Pharmafab",15000,"2002","H4300"
"6421","Pharmafab","Pharmafab",80000,"2003","H4300"
"6422","Analytical & Life Science Systems Assn","Analytical & Life Science Systems Assn",0,"2003","H4100"
"6423","Inologic","Inologic",90000,"2003","H4500"
"6424","Integrated BioPharma","Integrated BioPharma",20000,"2006","H4500"
"6425","Genaco Biomedical Products","Genaco Biomedical Products",80000,"2007","H4500"
"6426","Analytical & Life Science Systems Assn","Analytical & Life Science Systems Assn",0,"2006","H4100"
"6427","Vaxin Pharmaceuticals","Vaxin Pharmaceuticals",0,"2009","H4300"
"6428","Kythera Biopharmaceuticals","Kythera Biopharmaceuticals",1e+05,"2013","H4500"
"6429","Xcel Medical Pharmacy","Xcel Medical Pharmacy",0,"2000","H4400"
"6430","NitroMed Inc","NitroMed Inc",0,"2008","H4300"
"6431","Healthcare Waste/Emer Preparedness Cltn","Healthcare Waste/Emer Preparedness Cltn",0,"2008","H4000"
"6432","Aushon Biosystems","Aushon Biosystems",0,"2008","H4100"
"6433","Deka Research & Development","Deka Research & Development",0,"2001","H4200"
"6434","Pathcon Laboratories","Pathcon Laboratories",90000,"2014","H4500"
"6435","Hyperion Therapeutics","Hyperion Therapeutics",120000,"2014","H4500"
"6436","Viatronix Inc","Viatronix Inc",150000,"2015","H4100"
"6437","Zydus Pharmaceuticals","Zydus Pharmaceuticals USA",60000,"2014","H4300"
"6438","Alliance to Prevent the Abuse of Medicines","Alliance to Prevent the Abuse of Medicines",105000,"2013","H4300"
"6439","Orphan Medical","Orphan Medical",60000,"1999","H4300"
"6440","Schering AG","Schering Berlin",240000,"2001","H4300"
"6441","Alliance for Biopharma Competitiveness/Innovation","Alliance for Biopharma Competitiveness/Innovation",440000,"2016","H4500"
"6442","Biotechnology Research & Devel Corp","Biotechnology Research & Devel Corp",20000,"1999","H4500"
"6443","Karl Storz Endoscopy-America","Karl Storz Endoscopy-America",0,"2005","H4100"
"6444","Vivid Technologies","Vivid Technologies",1e+05,"2000","H4100"
"6445","Rhone-Poulenc Inc","Pasteur Merieux Connaught",40000,"2000","H4300"
"6446","EV3","EV3",0,"2007","H4000"
"6447","Physician Diagnostic Services","PDSHeart",0,"2011","H4100"
"6448","Mast Therapeutics","Mast Therapeutics",120000,"2016","H4500"
"6449","Pernix Therapeutics","Pernix Therapeutics",150000,"2016","H4300"
"6450","Large Scale Biology","Large Scale Biology",40000,"2004","H4500"
"6451","National Orthotic Manufacturers Assn","National Orthotic Manufacturers Assn",80000,"1999","H4100"
"6452","Banner Life Sciences","Banner Life Sciences",140000,"2015","H4300"
"6453","Otologics Llc","Otologics Llc",120000,"2006","H4100"
"6454","Otto Bock Health Care","Otto Bock Health Care",0,"1999","H4100"
"6455","United Research Labs/Mutual Pharma Co","United Research Labs/Mutual Pharma Co",127500,"2006","H4300"
"6456","Durect Corp","Durect Corp",60000,"2007","H4300"
"6457","Magellan Diagnostics","Magellan Diagnostics",0,"2012","H4100"
"6458","Hollis-Eden Pharmaceuticals","Hollis-Eden Pharmaceuticals",320000,"2005","H4300"
"6459","Deka Research & Development","Deka Research & Development",60000,"2006","H4200"
"6460","Orphan Medical","Orphan Medical",0,"2000","H4300"
"6461","Orphan Medical","Orphan Medical",0,"2002","H4300"
"6462","Orphan Medical","Orphan Medical",0,"2003","H4300"
"6463","Healthcare Waste/Emer Preparedness Cltn","Healthcare Waste/Emer Preparedness Cltn",0,"2009","H4000"
"6464","Kevin McGuiness","Kevin McGuiness",40000,"2006","H4100"
"6465","Coalition for Patient Vision Care Safety","Coalition for Patient Vision Care Safety",590000,"2016","H4200"
"6466","Rockwell Medical Technologies","Rockwell Medical Technologies",20000,"2015","H4500"
"6467","DexCom","DexCom",1e+05,"2006","H4200"
"6468","DexCom","DexCom",0,"2009","H4200"
"6469","EveryLife Foundation for Rare Diseases","EveryLife Foundation for Rare Diseases",90000,"2016","H4500"
"6470","Quidel Corp","Quidel Corp",0,"2005","H4100"
"6471","Pegasus Airwave","Pegasus Airwave",1e+06,"2000","H4100"
"6472","Pegasus Airwave","Pegasus Airwave",0,"2002","H4100"
"6473","Sucampo Pharmaceuticals","Sucampo Pharmaceuticals",80000,"2014","H4300"
"6474","Vivid Technologies","Vivid Technologies",40000,"1999","H4100"
"6475","Amdec Policy Group","Amdec Policy Group",72000,"2004","H4500"
"6476","Biochemics","Biochemics",0,"2000","H4300"
"6477","Jerome Stevens Pharmaceuticals","Jerome Stevens Pharmaceuticals",0,"2002","H4300"
"6478","Jerome Stevens Pharmaceuticals","Jerome Stevens Pharmaceuticals",0,"2003","H4300"
"6479","Carrington Laboratories","Carrington Laboratories",80000,"2000","H4300"
"6480","Carrington Laboratories","Carrington Laboratories",0,"2002","H4300"
"6481","Carrington Laboratories","Carrington Laboratories",20000,"2003","H4300"
"6482","National Orthotic Manufacturers Assn","National Orthotic Manufacturers Assn",90000,"2005","H4100"
"6483","Brown's Compounding","Brown's Compounding",50000,"2013","H4300"
"6484","National Assn of Pharmaceutical Mfrs","National Assn of Pharmaceutical Mfrs",1e+05,"1999","H4300"
"6485","Healthcare Waste/Emer Preparedness Cltn","Healthcare Waste/Emer Preparedness Cltn",5000,"2011","H4000"
"6486","National Assn of Pharmaceutical Mfrs","National Assn of Pharmaceutical Mfrs",20000,"2001","H4300"
"6487","Mobility Products Unlimited","Mobility Products Unlimited",120000,"2005","H4100"
"6488","Otto Bock Health Care","Otto Bock Health Care",0,"2008","H4100"
"6489","Inamed Corp","Inamed Corp",1e+05,"2006","H4200"
"6490","Shelby Group International","Shelby Group International",0,"1998","H4100"
"6491","Enterix","Enterix",0,"2008","H4100"
