A,B,C,D,E,F
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01J DIAGNOSTIC AGENTS,S01JA Colouring agents,S01JA01 Fluorescein [DG:DG01146],D02024  Fluorescein sodium (JP17/USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01J DIAGNOSTIC AGENTS,S01JA Colouring agents,S01JA02 Rose bengal sodium [DG:DG01147],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01J DIAGNOSTIC AGENTS,S01JA Colouring agents,S01JA02 Rose bengal sodium [DG:DG01147],D05762  Rose bengal sodium I 125 (USAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01J DIAGNOSTIC AGENTS,S01JA Colouring agents,S01JA02 Rose bengal sodium [DG:DG01147],D05763  Rose bengal sodium I 131 (USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01J DIAGNOSTIC AGENTS,S01JA Colouring agents,"S01JA51 Fluorescein, combinations",
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01J DIAGNOSTIC AGENTS,S01JX Other ophthalmological diagnostic agents,,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01K SURGICAL AIDS,,,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01K SURGICAL AIDS,S01KA Viscoelastic substances,,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01K SURGICAL AIDS,S01KA Viscoelastic substances,S01KA01 Hyaluronic acid [DG:DG00380],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01K SURGICAL AIDS,S01KA Viscoelastic substances,S01KA01 Hyaluronic acid [DG:DG00380],D08043  Hyaluronic acid (BAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01K SURGICAL AIDS,S01KA Viscoelastic substances,S01KA01 Hyaluronic acid [DG:DG00380],D03354  Hyaluronate sodium (USAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01K SURGICAL AIDS,S01KA Viscoelastic substances,S01KA02 Hypromellose [DG:DG01148],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01K SURGICAL AIDS,S01KA Viscoelastic substances,S01KA02 Hypromellose [DG:DG01148],D04481  Hypromellose (JP17/USP/INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01K SURGICAL AIDS,S01KA Viscoelastic substances,S01KA02 Hypromellose [DG:DG01148],D01536  Hypromellose phthtalate (JP17/NF)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01K SURGICAL AIDS,S01KA Viscoelastic substances,S01KA02 Hypromellose [DG:DG01148],D08930  Hypromellose acetate succinate (JP17/NF)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01K SURGICAL AIDS,S01KA Viscoelastic substances,"S01KA51 Hyaluronic acid, combinations",
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01K SURGICAL AIDS,S01KA Viscoelastic substances,"S01KA51 Hyaluronic acid, combinations",D07632  Chondroitin sulfate sodium - sodium hyaluronate mixt
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01K SURGICAL AIDS,S01KX Other surgical aids,,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01K SURGICAL AIDS,S01KX Other surgical aids,S01KX01 Chymotrypsin,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01K SURGICAL AIDS,S01KX Other surgical aids,S01KX01 Chymotrypsin,D03484  Chymotrypsin (JAN/USP/INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01L OCULAR VASCULAR DISORDER AGENTS,,,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01L OCULAR VASCULAR DISORDER AGENTS,S01LA Antineovascularisation agents,,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01L OCULAR VASCULAR DISORDER AGENTS,S01LA Antineovascularisation agents,S01LA01 Verteporfin,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01L OCULAR VASCULAR DISORDER AGENTS,S01LA Antineovascularisation agents,S01LA01 Verteporfin,D01162  Verteporfin (JAN/USAN/INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01L OCULAR VASCULAR DISORDER AGENTS,S01LA Antineovascularisation agents,S01LA02 Anecortave,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01L OCULAR VASCULAR DISORDER AGENTS,S01LA Antineovascularisation agents,S01LA02 Anecortave,D01733  Anecortave acetate (JAN/USAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01L OCULAR VASCULAR DISORDER AGENTS,S01LA Antineovascularisation agents,S01LA03 Pegaptanib,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01L OCULAR VASCULAR DISORDER AGENTS,S01LA Antineovascularisation agents,S01LA03 Pegaptanib,D05386  Pegaptanib sodium (JAN/USAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01L OCULAR VASCULAR DISORDER AGENTS,S01LA Antineovascularisation agents,S01LA04 Ranibizumab,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01L OCULAR VASCULAR DISORDER AGENTS,S01LA Antineovascularisation agents,S01LA04 Ranibizumab,D05697  Ranibizumab (USAN/INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01L OCULAR VASCULAR DISORDER AGENTS,S01LA Antineovascularisation agents,S01LA05 Aflibercept,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01L OCULAR VASCULAR DISORDER AGENTS,S01LA Antineovascularisation agents,S01LA05 Aflibercept,D09574  Aflibercept (USAN/INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,,,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA01 Guaiazulen [DG:DG01149],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA01 Guaiazulen [DG:DG01149],"D01037  1,4-Dimethyl-7-isopropylazulene (JAN)"
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA01 Guaiazulen [DG:DG01149],D02075  Sodium gualenate (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA01 Guaiazulen [DG:DG01149],D02706  Sodium gualenate hydrate (JAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA02 Retinol [DG:DG00123],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA02 Retinol [DG:DG00123],D06543  Vitamin A (USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA02 Retinol [DG:DG00123],D00164  Retinol palmitate (JP17)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA02 Retinol [DG:DG00123],D01621  Retinol acetate (JP17)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA02 Retinol [DG:DG00123],D08477  Retinol propionate
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,"S01XA03 Sodium chloride, hypertonic",
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA04 Potassium iodide,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA04 Potassium iodide,D01016  Potassium iodide (JP17/USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA05 Sodium edetate,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA05 Sodium edetate,D03945  Disodium edetate
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA05 Sodium edetate,D01802  Edetate disodium (USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA05 Sodium edetate,D03946  Edetate sodium (USAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA05 Sodium edetate,D03947  Edetate trisodium (USAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA06 Ethylmorphine [DG:DG01074],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA06 Ethylmorphine [DG:DG01074],D07929  Ethylmorphine (BAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA06 Ethylmorphine [DG:DG01074],D02205  Ethylmorphine hydrochloride hydrate (JP17)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA07 Alum [DG:DG01150],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA07 Alum [DG:DG01150],"D01724  Alum, potassium (USP)"
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA07 Alum [DG:DG01150],"D02842  Alum, ammonium (USP)"
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA08 Acetylcysteine [DG:DG01069],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA08 Acetylcysteine [DG:DG01069],D00221  Acetylcysteine (JP17/USP/INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA08 Acetylcysteine [DG:DG01069],D07554  Acetylcysteine sodium salt
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA09 Iodoheparinate,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA10 Inosine [DG:DG00407],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA10 Inosine [DG:DG00407],D00054  Inosine (JAN/INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA10 Inosine [DG:DG00407],D01995  Inosine pranobex (JAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA11 Nandrolone [DG:DG00142],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA11 Nandrolone [DG:DG00142],D08250  Nandrolone (INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA11 Nandrolone [DG:DG00142],D00955  Nandrolone decanoate (JAN/USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA11 Nandrolone [DG:DG00142],D00956  Nandrolone phenpropionate (USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA11 Nandrolone [DG:DG00142],D01476  Nandrolone cyclohexylpropionate (JAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA11 Nandrolone [DG:DG00142],D01737  Nandrolone furylpropionate (JAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA11 Nandrolone [DG:DG00142],D05116  Nandrolone cyclotate (USAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA11 Nandrolone [DG:DG00142],D08251  Nandrolone laurate
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA12 Dexpanthenol,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA12 Dexpanthenol,D00193  Dexpanthenol (USP/INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA13 Alteplase,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA13 Alteplase,D02837  Alteplase (USP/INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA14 Heparin [DG:DG00150],
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA14 Heparin [DG:DG00150],D07510  Adomiparin (USAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA14 Heparin [DG:DG00150],D02112  Heparin sodium (JP17/USP/INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA14 Heparin [DG:DG00150],D04427  Heparin calcium (JP17/USAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA15 Ascorbic acid,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA15 Ascorbic acid,D00018  Ascorbic acid (JP17/USP/INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA18 Ciclosporin,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA18 Ciclosporin,D00184  Cyclosporine (USP)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,"S01XA19 Limbal stems cells, autologous",
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA20 Artificial tears and other indifferent preparations,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA20 Artificial tears and other indifferent preparations,D04113  Boric acid - Inorganic salt mixt
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA21 Mercaptamine,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA21 Mercaptamine,D03634  Cysteamine (USAN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA22 Ocriplasmin,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA22 Ocriplasmin,D09646  Ocriplasmin (USAN/INN)
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA23 Sirolimus,
SENSORY ORGANS,S01 OPHTHALMOLOGICALS,S01X OTHER OPHTHALMOLOGICALS,S01XA Other ophthalmologicals,S01XA23 Sirolimus,D00753  Sirolimus (JAN/USAN/INN)
SENSORY ORGANS,S02 OTOLOGICALS,,,,
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,,,
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,,
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA01 Chloramphenicol [DG:DG00399],
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA01 Chloramphenicol [DG:DG00399],D00104  Chloramphenicol (JP17/USP/INN)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA01 Chloramphenicol [DG:DG00399],D01072  Chloramphenicol palmitate (JP17/USP)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA01 Chloramphenicol [DG:DG00399],D02185  Chloramphenicol sodium succinate (JP17/USP)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA01 Chloramphenicol [DG:DG00399],D07674  Chloramphenicol stearate
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA01 Chloramphenicol [DG:DG00399],D07675  Chloramphenicol succinate
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA01 Chloramphenicol [DG:DG00399],D03461  Chloramphenicol pantothenate complex (USAN/INN)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA02 Nitrofural,
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA02 Nitrofural,D00862  Nitrofurazone (USP)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA03 Boric acid,
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA03 Boric acid,D01089  Boric acid (JP17/NF)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA04 Aluminium acetotartrate,
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA05 Clioquinol,
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA05 Clioquinol,D03538  Clioquinol (USP/INN)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA06 Hydrogen peroxide,
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA06 Hydrogen peroxide,D00008  Hydrogen peroxide (USP)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA07 Neomycin [DG:DG00003],
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA07 Neomycin [DG:DG00003],D08260  Neomycin (INN)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA07 Neomycin [DG:DG00003],D01618  Neomycin sulfate (USP)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA07 Neomycin [DG:DG00003],D05141  Neomycin palmitate (USAN)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA07 Neomycin [DG:DG00003],D05142  Neomycin undecylenate (USAN)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA08 Tetracycline [DG:DG00005],
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA08 Tetracycline [DG:DG00005],D00201  Tetracycline (JAN/USP/INN)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA08 Tetracycline [DG:DG00005],D02122  Tetracycline hydrochloride (JP17/USP)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA08 Tetracycline [DG:DG00005],D06098  Tetracycline metaphosphate (JAN)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA09 Chlorhexidine [DG:DG00001],
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA09 Chlorhexidine [DG:DG00001],D07668  Chlorhexidine (INN)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA09 Chlorhexidine [DG:DG00001],D00858  Chlorhexidine gluconate (JP17/USP)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA09 Chlorhexidine [DG:DG00001],D01345  Chlorhexidine hydrochloride (JP17/USAN)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA09 Chlorhexidine [DG:DG00001],D03463  Chlorhexidine phosphanilate (USAN)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA09 Chlorhexidine [DG:DG00001],D07669  Chlorhexidine acetate (USP)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA10 Acetic acid,
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA10 Acetic acid,"D00010  Acetic acid, glacial (USP)"
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA11 Polymyxin B [DG:DG00083],
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA11 Polymyxin B [DG:DG00083],D08401  Polymyxin B (INN)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA11 Polymyxin B [DG:DG00083],D01066  Polymyxin B sulfate (USP/INN)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA12 Rifamycin [DG:DG00640],
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA12 Rifamycin [DG:DG00640],D02549  Rifamycin (USAN/INN)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA12 Rifamycin [DG:DG00640],D08480  Rifamycin sodium (USAN)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA13 Miconazole [DG:DG00004],
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA13 Miconazole [DG:DG00004],D00416  Miconazole (JP17/USP/INN)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA13 Miconazole [DG:DG00004],D00882  Miconazole nitrate (JP17/USP)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA14 Gentamicin [DG:DG00401],
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA14 Gentamicin [DG:DG00401],D08013  Gentamicin (BAN)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA14 Gentamicin [DG:DG00401],D01063  Gentamicin sulfate (JP17/USP)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA15 Ciprofloxacin [DG:DG00617],
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA15 Ciprofloxacin [DG:DG00617],D00186  Ciprofloxacin (JP17/USP/INN)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA15 Ciprofloxacin [DG:DG00617],D02216  Ciprofloxacin hydrochloride (USP)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA15 Ciprofloxacin [DG:DG00617],D07702  Ciprofloxacin lactate
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA15 Ciprofloxacin [DG:DG00617],D10822  Ciprofloxacin hydrate (JAN)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA16 Ofloxacin [DG:DG00616],
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA16 Ofloxacin [DG:DG00616],D00453  Ofloxacin (JP17/USP/INN)
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,S02AA16 Ofloxacin [DG:DG00616],D08291  Ofloxacin hydrochloride
SENSORY ORGANS,S02 OTOLOGICALS,S02A ANTIINFECTIVES,S02AA Antiinfectives,"S02AA30 Antiinfectives, combinations",
SENSORY ORGANS,S02 OTOLOGICALS,S02B CORTICOSTEROIDS,,,
SENSORY ORGANS,S02 OTOLOGICALS,S02B CORTICOSTEROIDS,S02BA Corticosteroids,,
SENSORY ORGANS,S02 OTOLOGICALS,S02B CORTICOSTEROIDS,S02BA Corticosteroids,S02BA01 Hydrocortisone [DG:DG00012],
SENSORY ORGANS,S02 OTOLOGICALS,S02B CORTICOSTEROIDS,S02BA Corticosteroids,S02BA01 Hydrocortisone [DG:DG00012],D00088  Hydrocortisone (JP17/USP/INN)
SENSORY ORGANS,S02 OTOLOGICALS,S02B CORTICOSTEROIDS,S02BA Corticosteroids,S02BA01 Hydrocortisone [DG:DG00012],D00165  Hydrocortisone acetate (JP17/USP)
SENSORY ORGANS,S02 OTOLOGICALS,S02B CORTICOSTEROIDS,S02BA Corticosteroids,S02BA01 Hydrocortisone [DG:DG00012],D00976  Hydrocortisone cypionate
SENSORY ORGANS,S02 OTOLOGICALS,S02B CORTICOSTEROIDS,S02BA Corticosteroids,S02BA01 Hydrocortisone [DG:DG00012],D00977  Hydrocortisone sodium phosphate (JP17/USP)
